objectid,siteid,estuaryname,stationno,samplecollectiondate,transectreplicate,plotreplicate,substrate,covertype,scientificname,commonname,status,estimatedcover,percentcovercode,daubenmiremidpoint,tallestplantheight_cm,percentcovernotes,globalid,created_user,created_date,last_edited_user,last_edited_date,login_email,login_agency,habitat,live_dead,submissionid,warnings,identificationnotes,unknownreplicate,projectid
500,CC-PAJ,Pajaro River,3,10/3/2021 0:00,1,3,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,-88,1,0.5,-88,Not recorded,{47952551-3C27-4DB2-B0AA-DD03EEBC2EFE},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
501,CC-PAJ,Pajaro River,3,10/3/2021 0:00,1,4,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,-88,5,62.5,-88,Not recorded,{B6D433E8-9812-4793-824B-9917047C994B},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
502,CC-PAJ,Pajaro River,3,10/3/2021 0:00,1,5,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,-88,4,37.5,-88,Not recorded,{11BE9C4C-E569-4D95-93DB-980297C6014E},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
519,SC-VEN,Ventura River,1,29/3/2021 00:00:00,1,1,Not recorded,vegetation,Baccharis salicifolia,mule fat,native,2,2,3,5,Not recorded,{CD7330EB-5790-47B0-978F-E2BB6754B4CB},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 09:07:37,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
494,CC-PAJ,Pajaro River,1,11/3/2021 0:00,1,4,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,-88,3,15,-88,Not recorded,{73F83C8C-09E6-421D-AEF5-DB27EEE54309},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
495,CC-PAJ,Pajaro River,1,11/3/2021 0:00,1,5,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,-88,5,62.5,-88,Not recorded,{FD0F6269-A25A-4DA4-86C3-18E80BD6917E},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
496,CC-PAJ,Pajaro River,2,10/3/2021 0:00,1,1,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,-88,2,3,-88,Not recorded,{CFCC0BD7-B27C-4460-B2CF-8760B5CA69B2},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
497,CC-PAJ,Pajaro River,2,10/3/2021 0:00,1,2,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,-88,3,15,-88,Not recorded,{D8CB1C7B-2539-4FAA-BB36-92070D2384DB},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
498,CC-PAJ,Pajaro River,3,10/3/2021 0:00,1,1,Not recorded,vegetation,Jaumea carnosa,fleshy jaumea,native,-88,3,15,-88,Not recorded,{EF8EB3A2-0BA7-427C-B789-DC2C5345DE2C},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
541,SC-NEW,Newport Bay,2,19/3/2021 00:00:00,1,2,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,10,3,15,40,Not recorded,{ADACD66D-05A4-48E3-A543-466099E30CF0},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
542,SC-NEW,Newport Bay,2,19/3/2021 00:00:00,1,4,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,20,3,15,45,Not recorded,{1CAB41C9-69CB-49D9-BB22-8260C86A9C76},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
543,SC-NEW,Newport Bay,2,19/3/2021 00:00:00,1,5,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,20,3,15,70,Not recorded,{1772E31B-163C-4D3A-BE43-991827A40843},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
559,CC-PAJ,Pajaro River,1,11/3/2021 0:00,1,1,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,-88,4,37.5,-88,Not recorded,{308D56AD-14B7-4F47-8C7F-8AB38B2257A9},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
560,CC-PAJ,Pajaro River,1,11/3/2021 0:00,1,2,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,-88,2,3,-88,Not recorded,{3329340E-297A-45FE-9045-A4B926C95556},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
561,CC-PAJ,Pajaro River,2,10/3/2021 0:00,1,2,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,-88,3,15,34,Not recorded,{57AB046A-6242-40ED-803B-A14C5CF8F58E},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
562,CC-PAJ,Pajaro River,2,10/3/2021 0:00,1,3,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,-88,3,15,34,Not recorded,{22299B4A-A301-49B3-86EC-6D6CB6C1C20D},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
544,SC-NEW,Newport Bay,2,19/3/2021 00:00:00,1,5,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,5,2,3,30,Not recorded,{50490CB9-15F4-434F-9615-AEDE7F4A5595},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Low marsh,Dead,1637789686,,-88,-88,EMPA
545,SC-NEW,Newport Bay,3,18/3/2021 00:00:00,1,1,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,100,7,97.5,30,Not recorded,{BC39AFD1-74AD-4CF1-AFA5-09174A10599A},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
546,SC-NEW,Newport Bay,3,18/3/2021 00:00:00,1,2,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,100,7,97.5,40,Not recorded,{5965546D-5AE6-4B70-BB6A-4F7AB3A30F70},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
547,SC-NEW,Newport Bay,3,18/3/2021 00:00:00,1,3,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,90,6,85,50,Not recorded,{DCBD4250-6B4D-425A-B24A-713D5ACAD6B2},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
520,SC-VEN,Ventura River,1,29/3/2021 00:00:00,1,3,Not recorded,vegetation,Baccharis salicifolia,mule fat,native,2,2,3,31,Not recorded,{FE348AE9-8559-45CF-8E08-BF62ECD19FBA},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 09:07:37,zaibq@sccwrp.org,SCCWRP,Low marsh,Dead,1637789686,,-88,-88,EMPA
521,SC-VEN,Ventura River,1,29/3/2021 00:00:00,1,3,Not recorded,vegetation,Baccharis salicifolia,mule fat,native,2,2,3,4,Not recorded,{45CEA69B-5E3E-4C35-8C2F-F03482A4FE80},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 09:07:37,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
522,SC-VEN,Ventura River,1,29/3/2021 00:00:00,1,4,Not recorded,vegetation,Baccharis salicifolia,mule fat,native,5,2,3,26,Not recorded,{D889695E-E1CD-4D70-95EC-D1C2BE717C03},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 09:07:37,zaibq@sccwrp.org,SCCWRP,Low marsh,Dead,1637789686,,-88,-88,EMPA
523,SC-VEN,Ventura River,1,29/3/2021 00:00:00,1,5,Not recorded,vegetation,Baccharis salicifolia,mule fat,native,5,2,3,66,Not recorded,{40239E9D-60E9-422D-98C3-609A675F1B40},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 09:07:37,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
524,SC-VEN,Ventura River,1,29/3/2021 00:00:00,1,5,Not recorded,vegetation,Baccharis salicifolia,mule fat,native,2,2,3,58,Not recorded,{E7839DC9-51C9-4927-B60B-E8747B6476BA},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 09:07:37,zaibq@sccwrp.org,SCCWRP,Low marsh,Dead,1637789686,,-88,-88,EMPA
552,SC-BAT,Batiquitos Lagoon,2,11/4/2021 0:00,1,2,Not recorded,vegetation,Spartina foliosa,California cordgrass,native,10,3,15,79,Not recorded,{82DF492A-E289-452C-8EF7-60A7415B5233},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:27:37,zaibq@sccwrp.org,SCCWRP,Low marsh,Dead,1637789686,,-88,-88,EMPA
553,SC-BAT,Batiquitos Lagoon,2,11/4/2021 0:00,1,3,Not recorded,vegetation,Spartina foliosa,California cordgrass,native,45,4,37.5,47,Not recorded,{6CB81BD5-35E9-4039-9DE6-8ECC9B64E01D},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:27:37,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
554,SC-BAT,Batiquitos Lagoon,2,11/4/2021 0:00,1,3,Not recorded,vegetation,Spartina foliosa,California cordgrass,native,15,3,15,69,Not recorded,{44294626-B25A-4101-91B1-A7920DF9C479},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:27:37,zaibq@sccwrp.org,SCCWRP,Low marsh,Dead,1637789686,,-88,-88,EMPA
555,SC-BAT,Batiquitos Lagoon,2,11/4/2021 0:00,1,4,Not recorded,vegetation,Spartina foliosa,California cordgrass,native,30,4,37.5,48,Not recorded,{B1DE4EE6-C82E-4FA6-95AD-73AF1153CB54},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:27:37,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
556,SC-BAT,Batiquitos Lagoon,2,11/4/2021 0:00,1,4,Not recorded,vegetation,Spartina foliosa,California cordgrass,native,5,2,3,55,Not recorded,{7C12792E-6CCA-4FBD-BCD5-4F88CF140281},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:27:37,zaibq@sccwrp.org,SCCWRP,Low marsh,Dead,1637789686,,-88,-88,EMPA
557,SC-BAT,Batiquitos Lagoon,2,11/4/2021 0:00,1,5,Not recorded,vegetation,Spartina foliosa,California cordgrass,native,45,4,37.5,57,Not recorded,{F24F67BB-7D86-4191-B3D4-4144280D97A4},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:27:37,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
558,SC-BAT,Batiquitos Lagoon,2,11/4/2021 0:00,1,5,Not recorded,vegetation,Spartina foliosa,California cordgrass,native,15,3,15,64,Not recorded,{1E11D28A-DB01-4758-9596-DFA5A9E0269B},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:27:37,zaibq@sccwrp.org,SCCWRP,Low marsh,Dead,1637789686,,-88,-88,EMPA
1196,SC-GOL,Goleta Slough,1,25/3/2021 00:00:00,1,1,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,75,5,62.5,20,Not recorded,{6F83E869-9F66-4794-B201-2F12E8D0694B},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
551,SC-BAT,Batiquitos Lagoon,2,11/4/2021 0:00,1,2,Not recorded,vegetation,Spartina foliosa,California cordgrass,native,55,5,62.5,48,Not recorded,{F21266E7-697D-4F0B-84F3-0755EEB4D614},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:27:37,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
1197,SC-GOL,Goleta Slough,1,25/3/2021 00:00:00,1,3,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,90,6,85,45,Not recorded,{D0700A6A-ADFB-474B-9CE8-04FC63AB48D1},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1198,SC-GOL,Goleta Slough,1,25/3/2021 00:00:00,1,4,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,55,5,62.5,60,Not recorded,{2E313ACC-97C1-4109-818F-1BAA5F83F430},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1199,SC-GOL,Goleta Slough,1,25/3/2021 00:00:00,1,5,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,60,5,62.5,55,Not recorded,{F3FD99A1-F8B0-4B55-98EF-52FA9A99CCC8},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1200,SC-GOL,Goleta Slough,1,25/3/2021 00:00:00,2,1,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,50,4,62.5,45,Not recorded,{CA079461-C7F5-4A89-8484-33E2072812FA},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1201,SC-GOL,Goleta Slough,1,25/3/2021 00:00:00,2,2,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,95,6,85,45,Not recorded,{25AA9B1E-5B87-43F3-B6C4-EE105EBAD728},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1202,SC-GOL,Goleta Slough,1,25/3/2021 00:00:00,2,3,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,95,6,85,45,Not recorded,{C06C8888-61F2-42E4-B644-C67D6BD77790},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1203,SC-GOL,Goleta Slough,1,25/3/2021 00:00:00,2,4,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,100,7,97.5,45,Not recorded,{8212AEDD-9821-400E-A5BE-1E4479F46B3A},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1204,SC-GOL,Goleta Slough,1,25/3/2021 00:00:00,2,5,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,95,6,85,40,Not recorded,{60F3C1C0-E5D2-445B-976B-D882434F12C5},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1205,SC-GOL,Goleta Slough,2,23/3/2021 00:00:00,2,1,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,60,5,62.5,47,Not recorded,{61C0A2F9-E172-47C6-B124-0AA91975E278},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1206,SC-GOL,Goleta Slough,2,23/3/2021 00:00:00,2,1,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,40,4,37.5,51,Not recorded,{68A3394D-76DD-488C-8880-0E8BCF205030},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Mid marsh,Dead,1637789686,,-88,-88,EMPA
1207,SC-GOL,Goleta Slough,2,23/3/2021 00:00:00,2,2,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,50,4,37.5,35,Not recorded,{DFF129C0-6330-4793-9491-3C6C061FE46D},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1208,SC-GOL,Goleta Slough,2,23/3/2021 00:00:00,2,2,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,45,4,37.5,42,Not recorded,{C11DBA38-F963-4342-A3D1-CCB2F01CE2D0},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Mid marsh,Dead,1637789686,,-88,-88,EMPA
1209,SC-GOL,Goleta Slough,2,23/3/2021 00:00:00,2,3,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,40,4,37.5,42,Not recorded,{0D0C9170-3C18-448F-A840-FBAD5EE01B20},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
1210,SC-GOL,Goleta Slough,2,23/3/2021 00:00:00,2,3,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,55,5,62.5,55,Not recorded,{FCD557F6-381A-491B-AB05-CDDC21B0AC2D},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Mid marsh,Dead,1637789686,,-88,-88,EMPA
1211,SC-GOL,Goleta Slough,2,23/3/2021 00:00:00,2,4,Not recorded,vegetation,Salicornia pacifica,Pickleweed,native,65,5,62.5,33,Not recorded,{BB3D9DF7-55A0-47FC-A082-AA3E63C55E60},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 10:58:00,zaibq@sccwrp.org,SCCWRP,Mid marsh,Live,1637789686,,-88,-88,EMPA
593,SC-VEN,Ventura River,1,29/3/2021 00:00:00,1,1,Not recorded,vegetation,Salsola sp.,Russian thistle,Not recorded,5,2,3,48,Not recorded,{5E5E7179-73A2-43A2-BAE1-5B3B383A4F6E},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 09:07:37,zaibq@sccwrp.org,SCCWRP,Low marsh,Dead,1637789686,,-88,-88,EMPA
597,SC-MAL,Malibu Lagoon,2,6/4/2021 0:00,1,1,Not recorded,vegetation,Distichlis spicata,salt grass,native,2,2,3,2,Not recorded,{54DCD85C-C5D1-4D90-A59B-92B2A602C28E},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
594,SC-VEN,Ventura River,1,29/3/2021 00:00:00,1,3,Not recorded,vegetation,Distichlis spicata,salt grass,native,2,2,3,5,Not recorded,{82DB6E31-E587-42C8-9D48-84B8FF86F45D},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 09:07:37,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
595,SC-VEN,Ventura River,1,29/3/2021 00:00:00,1,4,Not recorded,vegetation,Distichlis spicata,salt grass,native,2,2,3,4,Not recorded,{E366D657-08E9-4882-8A54-BD038E0C7010},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 09:07:37,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
596,SC-VEN,Ventura River,1,29/3/2021 00:00:00,1,5,Not recorded,vegetation,Distichlis spicata,salt grass,native,2,2,3,4,Not recorded,{E7DD40CD-6562-4543-A919-FAA99FEE0782},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 09:07:37,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
602,CC-PAJ,Pajaro River,1,11/3/2021 0:00,1,4,Not recorded,vegetation,Distichlis spicata,salt grass,native,-88,5,62.5,26,Not recorded,{C63314DD-5EF0-4D0B-83C5-27CFB707B4AB},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
603,CC-PAJ,Pajaro River,1,11/3/2021 0:00,1,5,Not recorded,vegetation,Distichlis spicata,salt grass,native,-88,4,37.5,33,Not recorded,{05F67201-2531-45D2-9A67-FF70078DB3CC},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
604,CC-PAJ,Pajaro River,3,10/3/2021 0:00,1,1,Not recorded,vegetation,Distichlis spicata,salt grass,native,-88,6,85,-88,Not recorded,{BFC7AA1E-B8A7-483B-AD4E-0B2554BFCF59},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
605,CC-PAJ,Pajaro River,3,10/3/2021 0:00,1,2,Not recorded,vegetation,Distichlis spicata,salt grass,native,-88,4,37.5,26,Not recorded,{B5415ADA-72EE-4C0C-96AB-7C5C393028F8},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
606,CC-PAJ,Pajaro River,3,10/3/2021 0:00,1,3,Not recorded,vegetation,Distichlis spicata,salt grass,native,-88,5,62.5,-88,Not recorded,{F6D216AF-7A3D-49E6-8AF4-0CDEB3DA3769},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
607,CC-PAJ,Pajaro River,3,10/3/2021 0:00,1,4,Not recorded,vegetation,Distichlis spicata,salt grass,native,-88,6,85,33,Not recorded,{1C90438D-7FEF-49D4-9B15-30D34458CB3B},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
608,CC-PAJ,Pajaro River,3,10/3/2021 0:00,1,5,Not recorded,vegetation,Distichlis spicata,salt grass,native,-88,6,85,33,Not recorded,{2AE1EAA3-1ED4-4AA8-8895-877B70BEE48B},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
598,SC-MAL,Malibu Lagoon,2,6/4/2021 0:00,1,5,Not recorded,vegetation,Distichlis spicata,salt grass,native,10,3,15,14,Not recorded,{DF025B45-63F0-470D-8981-B5A870BB2AC3},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
599,CC-PAJ,Pajaro River,1,11/3/2021 0:00,1,1,Not recorded,vegetation,Distichlis spicata,salt grass,native,-88,4,37.5,19,Not recorded,{9803205D-D3FD-4CF8-987F-AA3F816CCC60},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
600,CC-PAJ,Pajaro River,1,11/3/2021 0:00,1,2,Not recorded,vegetation,Distichlis spicata,salt grass,native,-88,6,85,21,Not recorded,{6E28A4D0-182C-4C21-AC92-C81D4DF1DFE4},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
601,CC-PAJ,Pajaro River,1,11/3/2021 0:00,1,3,Not recorded,vegetation,Distichlis spicata,salt grass,native,-88,6,85,30,Not recorded,{F3FE42C7-FB2F-4F94-AD6A-D22ED59F8E44},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 09:20:57,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
631,SC-NEW,Newport Bay,1,18/3/2021 00:00:00,1,2,Not recorded,vegetation,Batis maritima,saltwort,native,10,3,15,10,Not recorded,{871BE971-D386-465E-9095-DF5468C230D7},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
643,SC-MAL,Malibu Lagoon,2,6/4/2021 0:00,1,3,Not recorded,vegetation,Carex arenaria,sand sedge,Not recorded,2,2,3,12,Not recorded,{E10A4A47-2A74-4473-962F-D2196F98568E},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,14/7/2023 14:51:17,zaibq@sccwrp.org,SCCWRP,Low marsh,Not recorded,1637789686,,-88,-88,EMPA
632,SC-NEW,Newport Bay,1,18/3/2021 00:00:00,1,3,Not recorded,vegetation,Batis maritima,saltwort,native,2,2,3,5,Not recorded,{B81FEDD1-7836-4E4E-AB8F-CF741AB05FA0},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
633,SC-NEW,Newport Bay,1,18/3/2021 00:00:00,1,4,Not recorded,vegetation,Batis maritima,saltwort,native,5,2,3,5,Not recorded,{CB49129E-CF78-4C1F-8EDC-72759EA24D56},checker,24/11/2021 21:34:46,zaibq@sccwrp.org,17/7/2023 08:54:21,zaibq@sccwrp.org,SCCWRP,Low marsh,Live,1637789686,,-88,-88,EMPA
