objectid,siteid,estuaryname,stationno,samplecollectiondate,surveytype,netreplicate,scientificname,commonname,identificationnotes,abundance,abundancenotes,globalid,created_user,created_date,last_edited_user,last_edited_date,login_email,login_agency,warnings,submissionid,status,projectid,method
1593,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,5,Mugil cephalus,flathead grey mullet,,1,,{7165C493-F597-4D3C-913C-1DF7C05EE4ED},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1603,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,7,Atherinops californiensis,jack silverside,,15,,{5923FE32-0B30-4891-957F-E04D749D39B0},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1613,Baja-SQ,Bahia de San Quintin,3,31/3/2022 00:00:00,beach seine,9,Syngnathus leptorhynchus,bay pipefish,,11,,{160FF9AA-FB4E-4E61-8380-FB74EA1C450A},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1615,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,1,Atherinops affinis,topsmelt silverside,,11,,{DAC64AD5-1409-4756-8932-CA744E0F7D4D},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1618,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,1,Hippolyte californiensis,California grass shrimp,,68,,{FE4B0D42-3604-4FAD-9720-AFF52D52AEFE},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1626,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,2,Hippolyte californiensis,California grass shrimp,,10000,,{1C8CCC5F-F1B9-494C-9245-C09222AD591B},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,"abundance - Your abundance value must be between 0 to 5000. If this value is supposed to be empty, please fill with -88.",1662684311,,Baja-rails,count
1640,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,5,Atherinops affinis,topsmelt silverside,,9,,{267D7540-6E3E-4131-AC79-38B572A12E3E},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1641,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,5,Syngnathus leptorhynchus,bay pipefish,,41,,{1069F274-8398-4F64-9B98-4BB35C759282},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1642,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,5,Fundulus parvipinnis,California killifish,,21,,{F108C160-46B3-4033-ADC8-E89E6916DB78},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1643,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,5,Hypsoblennius gentilis,bay blenny,,19,,{7ECDEC02-65BC-4501-94AF-B3B024463216},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1644,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,5,Paralichthys californicus,California halibut,,1,,{4EF37693-A706-46D3-8EAE-7137C34DAF42},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1645,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,6,Syngnathus leptorhynchus,bay pipefish,,5,,{1A9C447F-59A8-4FAD-9833-5D7C788F91C5},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1646,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,6,Hypsopsetta guttulata,diamond turbot,,1,,{8308592A-0D1F-4DDA-8D6F-1291BBC0D2D5},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1647,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,6,Fundulus parvipinnis,California killifish,,57,,{5D1754B5-BED3-4217-86BE-927D4E2443D0},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1648,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,6,Gillichthys mirabilis,longjaw mudsucker goby,,1,,{2B9BFA37-BAF7-4287-A623-1821E3EAF540},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1649,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,6,Hypsoblennius gentilis,bay blenny,,3,,{014AF5BF-1D57-4522-9667-9F638BE234B5},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1650,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,6,Atherinops affinis,topsmelt silverside,,1,,{7E2EEC38-26FE-4F8C-A1D7-AC05C2A245C2},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1651,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,6,Lepidogobius lepidus,bay goby,,1,,{EC3A8209-9158-4BA6-BEC9-0A49AC3DFE2A},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1652,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,7,Fundulus parvipinnis,California killifish,,76,,{6BEA6291-E821-4D0A-B8C9-0FBA6C537D58},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1653,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,7,Lepidogobius lepidus,bay goby,,4,,{8DFE601E-578A-4315-94CC-5E010A5D2A75},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1654,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,7,Hypsopsetta guttulata,diamond turbot,,1,,{478B0630-AC22-49A5-AB47-5F579ADBAE28},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1655,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,7,Syngnathus leptorhynchus,bay pipefish,,1,,{DA0E4531-9809-46EC-95A4-EDDF01175448},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1656,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,7,Leptocottus armatus,Pacific staghorn sculpin,,1,,{A25A774F-7BB0-4367-B752-BD912E6BB909},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1657,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,8,Syngnathus leptorhynchus,bay pipefish,,23,,{79FD3A12-0680-4EDB-A4EB-BA25020E6CA4},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1658,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,8,Fundulus parvipinnis,California killifish,,22,,{67E3F2E2-93E6-498A-B807-1C6671D46FEA},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1659,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,8,Hypsoblennius gentilis,bay blenny,,3,,{D2A8FBD8-29F9-434C-A56D-71E77BDD8BE2},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1660,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,9,Fundulus parvipinnis,California killifish,,35,,{C07EC554-640E-4E9C-94F9-0385CE716FA0},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1661,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,9,Hypsoblennius gentilis,bay blenny,,4,,{1A6B7842-652C-4E4A-98FE-3114DCBBF59D},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1662,Baja-SQ,Bahia de San Quintin,4,30/3/2022 00:00:00,beach seine,9,Syngnathus leptorhynchus,bay pipefish,,25,,{3ABAF09D-C8CE-4ADC-883C-6296ACD136C5},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1663,Baja-PB,Estero Punta Banda,1,27/4/2022 00:00:00,beach seine,1,Atherinops affinis,topsmelt silverside,,5,,{3CAE07A0-D995-4972-931A-8670D57C0D0F},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1664,Baja-PB,Estero Punta Banda,1,27/4/2022 00:00:00,beach seine,2,Atherinops affinis,topsmelt silverside,,3,,{36FCACFE-CBE5-4B93-A13D-29CD0E5F934A},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1665,Baja-PB,Estero Punta Banda,1,27/4/2022 00:00:00,beach seine,3,Anchoa compressa,deep body anchovy,,16,,{0D9AE9E6-2FD3-49C2-ACDE-32C25A3ED190},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1666,Baja-PB,Estero Punta Banda,1,27/4/2022 00:00:00,beach seine,3,Atherinops affinis,topsmelt silverside,,3,,{3B7D8F06-636A-4884-A7C0-51B520E4FE2C},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1667,Baja-PB,Estero Punta Banda,1,27/4/2022 00:00:00,beach seine,3,Clevelandia ios,arrow goby,,1,,{7EE813AC-BB6B-4EA8-89A0-6AA3DD3B3318},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1668,Baja-PB,Estero Punta Banda,1,27/4/2022 00:00:00,beach seine,4,Anchoa compressa,deep body anchovy,,11,,{B8C11D1B-2CB5-4FD2-B5EF-8894D486C052},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1669,Baja-PB,Estero Punta Banda,1,27/4/2022 00:00:00,beach seine,4,Clevelandia ios,arrow goby,,1,,{6FD3FE2A-3E6D-4287-8D3C-2BEA775D0230},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1670,Baja-PB,Estero Punta Banda,1,27/4/2022 00:00:00,beach seine,5,Clevelandia ios,arrow goby,,3,,{1F1F4A4B-D4E9-4D49-98A5-DDAD2C9EFE9A},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1671,Baja-PB,Estero Punta Banda,1,27/4/2022 00:00:00,beach seine,5,Ctenogobius sagittula,longtail goby,,1,,{71FCC4AF-6996-4775-9261-5F49BE6178DD},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1672,Baja-PB,Estero Punta Banda,1,27/4/2022 00:00:00,beach seine,6,Atherinops affinis,topsmelt silverside,,11,,{80C22854-AB45-4D84-A97B-31151A30AF8B},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1673,Baja-PB,Estero Punta Banda,1,27/4/2022 00:00:00,beach seine,8,Atherinops affinis,topsmelt silverside,,11,,{2C733A95-0A71-4BDB-9169-258FCA9C6C4B},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1674,Baja-PB,Estero Punta Banda,1,27/4/2022 00:00:00,beach seine,8,Paralichthys californicus,California halibut,,1,,{5F949F0B-D83D-4FC1-B7BF-D6D1EF855C1B},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1675,Baja-PB,Estero Punta Banda,1,27/4/2022 00:00:00,beach seine,8,Hypsopsetta guttulata,diamond turbot,,1,,{F896B002-07BA-4CD7-A301-67ED9DD339FC},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1676,Baja-PB,Estero Punta Banda,1,27/4/2022 00:00:00,beach seine,8,Fundulus parvipinnis,California killifish,,10,,{67D70740-1596-41CB-96D7-9D455CF85F55},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1677,Baja-PB,Estero Punta Banda,1,27/4/2022 00:00:00,beach seine,8,Clevelandia ios,arrow goby,,1,,{8F0F5695-C933-4DEC-B3D3-D9D0A713CD0F},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1678,Baja-PB,Estero Punta Banda,1,27/4/2022 00:00:00,beach seine,8,Acentrogobius nebulosus,shadow goby,,1,,{E9D34EFD-694F-49BF-A667-04825F63D6ED},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1679,Baja-PB,Estero Punta Banda,1,27/4/2022 00:00:00,beach seine,9,Hypsopsetta guttulata,diamond turbot,,1,,{722D833B-5FEF-4792-83FF-636B133079FC},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1680,Baja-PB,Estero Punta Banda,1,27/4/2022 00:00:00,beach seine,9,Atherinops affinis,topsmelt silverside,,23,,{04C7FA6D-16C3-4C3C-AB2F-BD8991947703},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1681,Baja-PB,Estero Punta Banda,1,27/4/2022 00:00:00,beach seine,9,Clevelandia ios,arrow goby,,1,,{C1FA3D20-E963-42AD-A315-187645907248},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1682,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,1,Atherinops affinis,topsmelt silverside,,2,,{576CB46D-30DF-485A-8F66-E39FFA5BA2BB},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1683,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,2,Fundulus parvipinnis,California killifish,,1,,{55DEDB3E-428E-4AA5-A302-1BE7928D2FE9},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1684,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,3,Atherinops affinis,topsmelt silverside,,62,,{F8E35728-C3FE-41D1-A565-7160BF131B14},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1685,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,3,Atherinops californiensis,jack silverside,,11,,{F1F65234-853C-4928-BEF4-0FD0813EB979},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1686,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,3,Fundulus parvipinnis,California killifish,,97,,{2211A1E4-1023-4674-8727-D3463AEE5A2B},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1687,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,3,Leptocottus armatus,Pacific staghorn sculpin,,1,,{E5AB5F6A-E638-4225-ACA1-F4ACDFAE2501},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1688,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,3,Acentrogobius nebulosus,shadow goby,,5,,{BFC5E5CE-E79C-426F-8216-B4FC050E28EA},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1689,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,4,Leptocottus armatus,Pacific staghorn sculpin,,1,,{B986559F-BDE6-44E9-87B9-956668BA6627},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1690,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,4,Fundulus parvipinnis,California killifish,,24,,{804CF468-E737-46AA-8D8B-A65299CD3C52},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1691,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,4,Atherinops affinis,topsmelt silverside,,84,,{5490F112-77B6-4AFD-AF90-63D64BC9FDCA},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1692,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,4,Atherinops californiensis,jack silverside,,1,,{16F133FC-290A-4775-944D-C62E1B03806E},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1693,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,4,Hemigrapsus oregonensis,yellow shore crab,,2,,{92728009-287A-4796-8A6A-6D54346B1F49},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1694,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,4,Lepidogobius lepidus,bay goby,,2,,{5C514684-5AEC-49EE-BABF-1D55C19CC354},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1695,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,4,Hypsopsetta guttulata,diamond turbot,,1,,{0E435D35-BC63-4BC6-8D39-1B01A3394AFF},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1696,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,4,Acentrogobius nebulosus,shadow goby,,1,,{8A8F83E3-7C7C-42B6-BCEE-0BFD8ACD5197},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1697,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,5,Fundulus parvipinnis,California killifish,,8,,{10ADCCCB-1198-42DD-90AC-DE73E428726E},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1698,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,5,Clevelandia ios,arrow goby,,2,,{B7F55234-7224-49AD-93F3-AA9CC0FB34D0},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1699,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,5,Atherinops affinis,topsmelt silverside,,60,,{A9019CBA-982E-4768-9976-DBBD9D4E2C55},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1700,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,5,Acentrogobius nebulosus,shadow goby,,16,,{437E88B4-A171-42B4-A50D-51260985F5B1},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1701,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,5,Atherinops californiensis,jack silverside,,7,,{85916B1D-BE03-4597-B961-5517AE816BF0},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1702,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,5,Hypsoblennius gentilis,bay blenny,,1,,{FEF3A5A0-6508-44C9-95A4-EE1D29E4CEAD},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1703,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,6,Atherinops affinis,topsmelt silverside,,96,,{753ACA34-3D50-4BB5-B020-CB5EA1364F9F},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1704,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,6,Acentrogobius nebulosus,shadow goby,,9,,{29F43F8D-FC92-4711-B646-2E5F2AFB0D9F},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1705,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,6,Fundulus parvipinnis,California killifish,,1,,{36D7D272-279E-47D6-BEF1-355F2884FD51},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1706,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,6,Clevelandia ios,arrow goby,,1,,{783CDE74-CE35-4505-BAB2-63A4AE7043E3},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1707,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,6,Leptocottus armatus,Pacific staghorn sculpin,,1,,{4716556D-B37B-4471-AD79-CF94FCCDE475},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1708,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,7,Hypsopsetta guttulata,diamond turbot,,6,,{0AC3E9D7-F86E-4C73-A03F-17CDAE5AB0F4},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1709,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,7,Fundulus parvipinnis,California killifish,,8,,{70056223-80A5-44EC-9F64-811B3266903B},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1710,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,7,Atherinops affinis,topsmelt silverside,,278,,{29791221-E6ED-4307-ADAA-D4DB0484D073},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1711,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,7,Atherinops californiensis,jack silverside,,4,,{8933960A-D72B-46F6-8F77-12C0DCA1FA06},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1712,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,7,Hemigrapsus oregonensis,yellow shore crab,,1,,{1A0D2601-FAB9-4728-A3DA-04675FD3DAE8},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1713,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,8,Hypsopsetta guttulata,diamond turbot,,7,,{0670F1DD-9BE7-432A-9EE5-E93B86E440A0},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1714,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,8,Leptocottus armatus,Pacific staghorn sculpin,,2,,{F066A0EB-20A6-4482-8117-E9E0EAC3C8EF},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1715,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,8,Atherinops affinis,topsmelt silverside,,44,,{33BACDCD-A1A1-47FF-86E0-3B0CC57BABB5},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
1716,Baja-PB,Estero Punta Banda,2,26/4/2022 00:00:00,beach seine,8,Clevelandia ios,arrow goby,,6,,{E04CA101-F2B4-4373-8B6C-54B52F1CA462},checker,9/9/2022 0:45,robertb@sccwrp.org,11/10/2022 16:35,janw@sccwrp.org,SCCWRP,,1662684311,,Baja-rails,count
